filename,video-duration,fps,video-frames
undercover-left_videos_20220418_093755.mp4,60.0,30.0,1800
undercover-left_videos_20220418_091647.mp4,60.0,30.0,1800
undercover-left_videos_20220418_093328.mp4,60.0,30.0,1800
undercover-left_videos_20220418_091220.mp4,60.0,30.0,1800
undercover-left_videos_20220418_091754.mp4,60.0,30.0,1800
undercover-left_videos_20220418_082643.mp4,60.0,30.0,1800
undercover-left_videos_20220418_082536.mp4,60.0,30.0,1800
undercover-left_videos_20220418_075854.mp4,60.0,30.0,1800
undercover-left_videos_20220418_072959.mp4,60.0,30.0,1800
undercover-left_videos_20220418_083537.mp4,60.0,30.0,1800
undercover-left_videos_20220418_072532.mp4,60.0,30.0,1800
undercover-left_videos_20220915_143048.mp4,92.0,30.0,2760
undercover-left_videos_20220915_124334.mp4,92.0,30.0,2760
undercover-left_videos_20220915_140157.mp4,108.0,30.0,3240
undercover-left_videos_20220915_121901.mp4,86.0,30.0,2580
undercover-left_videos_20220915_111512.mp4,98.0,30.0,2940
undercover-left_videos_20220915_101530.mp4,115.0,30.0,3450
undercover-left_videos_20220915_094705.mp4,107.0,30.0,3210
undercover-left_videos_20220915_105107.mp4,116.0,30.0,3480
undercover-left_videos_20220915_082939.mp4,129.0,30.0,3870
undercover-left_videos_20220915_080512.mp4,105.0,30.0,3150
undercover-left_videos_20220718_183618.mp4,97.0,30.0,2910
undercover-left_videos_20220718_153059.mp4,106.0,30.0,3180
undercover-left_videos_20220718_142908.mp4,130.0,30.0,3900
undercover-left_videos_20220718_121546.mp4,139.0,30.0,4170
undercover-left_videos_20220718_135120.mp4,145.0,30.0,4350
undercover-left_videos_20220718_141944.mp4,89.0,30.0,2670
undercover-left_videos_20220718_175832.mp4,119.0,30.0,3570
undercover-left_videos_20220718_101341.mp4,95.0,30.0,2850
undercover-left_videos_20220718_095740.mp4,99.0,30.0,2970
undercover-left_videos_20220718_111422.mp4,96.0,30.0,2880
undercover-left_videos_20220718_095036.mp4,85.0,30.0,2550
undercover-left_videos_20220919_161937.mp4,101.0,30.0,3030
undercover-left_videos_20220919_143452.mp4,88.0,30.0,2640
undercover-left_videos_20220919_141536.mp4,108.0,30.0,3240
undercover-left_videos_20220919_111028.mp4,88.0,30.0,2640
undercover-left_videos_20220919_081800.mp4,92.0,30.0,2760
undercover-left_videos_20220919_133520.mp4,93.0,30.0,2790
undercover-left_videos_20220919_104110.mp4,95.0,30.0,2850
undercover-left_videos_20220919_070539.mp4,120.0,30.0,3600
undercover-left_videos_20220919_083608.mp4,91.0,30.0,2730
undercover-left_videos_20220919_065618.mp4,102.0,30.0,3060
undercover-left_videos_20220919_073928.mp4,121.0,30.0,3630
undercover-left_videos_20220901_073832.mp4,95.0,30.0,2850
undercover-left_videos_20220901_135359.mp4,100.0,30.0,3000
